種類,,icon,名前,継承元,URL,使いそう度,使いそう度,❓よく知らない,一言で,概要、こういうときに使う,翻訳から編集したかどうか,en,概要ja,2D　のゲームで使うかも,3D　のゲームで使うかも,VR,UI,Data,Image,Audio,Physic,Anim,Shader,Editor,Base
Resource,,Object,VisualShaderNodeDotProduct,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の2つのベクトルのドット積を計算します。,,Calculates a dot product of two vectors within the visual shader graph.,Visual Shaderグラフ内の2つのベクトルのドット積を計算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeExpression,VisualShaderNodeExpression,VisualShaderNodeGroupBase                < VisualShaderNodeResizableBase < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Godotシェーディング言語で書かれたカスタムビジュアルシェーダーグラフ式。,,A custom visual shader graph expression written in Godot Shading Language.,Godotシェーディング言語で書かれたカスタムビジュアルシェーダーグラフ式。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeFaceForward,VisualShaderNodeVectorBase                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の参照ベクトルと同じ方向を指すベクトルを返します。,,Returns the vector that points in the same direction as a reference vector within the visual shader graph.,Visual Shaderグラフ内の参照ベクトルと同じ方向を指すベクトルを返します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeFloatConstant,VisualShaderNodeConstant                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,ビジュアルシェーダーグラフ内で使用するスカラーフローティングポイント定数。,,A scalar floating-point constant to be used within the visual shader graph.,ビジュアルシェーダーグラフ内で使用するスカラーフローティングポイント定数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeFloatFunc,VisualShaderNodeFloatFunc,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,ビジュアルシェーダーグラフ内で使用されるスカラーフローティングポイント関数。,,A scalar floating-point function to be used within the visual shader graph.,ビジュアルシェーダーグラフ内で使用されるスカラーフローティングポイント関数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeFloatOp,VisualShaderNodeFloatOp,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用するフローティングポイントスカラー演算子。,,A floating-point scalar operator to be used within the visual shader graph.,Visual Shaderグラフ内で使用するフローティングポイントスカラー演算子。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeFloatParameter,VisualShaderNodeParameter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用するスカラーフロートパラメーター。,,A scalar float parameter to be used within the visual shader graph.,Visual Shaderグラフ内で使用するスカラーフロートパラメーター。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeFresnel,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用されるフレネル効果。,,A Fresnel effect to be used within the visual shader graph.,Visual Shaderグラフ内で使用されるフレネル効果。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeGlobalExpression,VisualShaderNodeGlobalExpression,VisualShaderNodeExpression                < VisualShaderNodeGroupBase < VisualShaderNodeResizableBase < VisualShaderNode < Resource < RefCounted,📑,⭐,1,,,Godotシェーディング言語で書かれたカスタムグローバルビジュアルシェーダーグラフ式。,,A custom global visual shader graph expression written in Godot Shading Language.,Godotシェーディング言語で書かれたカスタムグローバルビジュアルシェーダーグラフ式。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeGroupBase,VisualShaderNodeResizableBase                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の入力ポートと出力ポートの数が可変的なノードのファミリーのベースクラス。,,Base class for a family of nodes with variable number of input and output ports within the visual shader graph.,Visual Shaderグラフ内の入力ポートと出力ポートの数が可変的なノードのファミリーのベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeIf,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の必要なベクトルを返すために、2つの浮動小数点数を比較します。,,Compares two floating-point numbers in order to return a required vector within the visual shader graph.,Visual Shaderグラフ内の必要なベクトルを返すために、2つの浮動小数点数を比較します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeInput,VisualShaderNodeInput,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の入力シェーダーパラメーターを表します。,,Represents the input shader parameter within the visual shader graph.,Visual Shaderグラフ内の入力シェーダーパラメーターを表します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeIntConstant,VisualShaderNodeConstant                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,視覚シェーダーグラフ内で使用するスカラー整数定数。,,A scalar integer constant to be used within the visual shader graph.,視覚シェーダーグラフ内で使用するスカラー整数定数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeIntFunc,VisualShaderNodeIntFunc,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用するスカラー整数関数。,,A scalar integer function to be used within the visual shader graph.,Visual Shaderグラフ内で使用するスカラー整数関数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeIntOp,VisualShaderNodeIntOp,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,視覚シェーダーグラフ内で使用される整数スカラー演算子。,,An integer scalar operator to be used within the visual shader graph.,視覚シェーダーグラフ内で使用される整数スカラー演算子。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeIntParameter,VisualShaderNodeParameter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,タイプ[int]のシェーダーパラメーター（均一）用の視覚的なシェーダーノード。,,A visual shader node for shader parameter (uniform) of type [int].,タイプ[int]のシェーダーパラメーター（均一）用の視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeIs,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用されるブール比較演算子。,,A boolean comparison operator to be used within the visual shader graph.,Visual Shaderグラフ内で使用されるブール比較演算子。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeLinearSceneDepth,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,線形空間で深さ_Textureノードの深さ値を返す視覚的なシェーダーノード。,,A visual shader node that returns the depth value of the DEPTH_TEXTURE node in a linear space.,線形空間で深さ_Textureノードの深さ値を返す視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeMix,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の2つの値を直線的に補間します。,,Linearly interpolates between two values within the visual shader graph.,Visual Shaderグラフ内の2つの値を直線的に補間します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeMultiplyAdd,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で融合したマルチプリADD操作を実行します。,,Performs a fused multiply-add operation within the visual shader graph.,Visual Shaderグラフ内で融合したマルチプリADD操作を実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeOuterProduct,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の2つのベクトルの外側積を計算します。,,Calculates an outer product of two vectors within the visual shader graph.,Visual Shaderグラフ内の2つのベクトルの外側積を計算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeOutput,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内の出力シェーダーパラメーターを表します。,,Represents the output shader parameters within the visual shader graph.,Visual Shaderグラフ内の出力シェーダーパラメーターを表します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParameter,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内のパラメーターのベースタイプ。,,A base type for the parameters within the visual shader graph.,Visual Shaderグラフ内のパラメーターのベースタイプ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParameterRef,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,既存の[VisualShadernodeparameter]への参照。,,A reference to an existing [VisualShaderNodeParameter].,既存の[VisualShadernodeparameter]への参照。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleAccelerator,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,粒子を加速する視覚シェーダーノード。,,A visual shader node that accelerates particles.,粒子を加速する視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleBoxEmitter,VisualShaderNodeParticleEmitter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,粒子をボックスの形で放出する視覚的なシェーダーノード。,,A visual shader node that makes particles emitted in a box shape.,粒子をボックスの形で放出する視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleConeVelocity,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,粒子を円錐形で動かす視覚シェーダーノード。,,A visual shader node that makes particles move in a cone shape.,粒子を円錐形で動かす視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleEmit,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,サブエミッターから粒子を放出することを強制する視覚的なシェーダーノード。,,A visual shader node that forces to emit a particle from a sub-emitter.,サブエミッターから粒子を放出することを強制する視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleEmitter,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,粒子エミッターの基本クラス。,,A base class for particle emitters.,粒子エミッターの基本クラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleMeshEmitter,VisualShaderNodeParticleEmitter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,[メッシュ]で定義された形状で粒子を放出する視覚シェーダーノード。,,A visual shader node that makes particles emitted in a shape defined by a [Mesh].,[メッシュ]で定義された形状で粒子を放出する視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleMultiplyByAxisAngle,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,粒子の位置と回転を掛けるための視覚シェーダーヘルパーノード。,,A visual shader helper node for multiplying position and rotation of particles.,粒子の位置と回転を掛けるための視覚シェーダーヘルパーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleOutput,VisualShaderNodeOutput                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,粒子放射の出力値を定義する視覚シェーダーノード。,,Visual shader node that defines output values for particle emitting.,粒子放射の出力値を定義する視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleRandomness,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,粒子値をランダム化するための視覚シェーダーノード。,,Visual shader node for randomizing particle values.,粒子値をランダム化するための視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleRingEmitter,VisualShaderNodeParticleEmitter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,粒子をリング形状で放出する視覚的なシェーダーノード。,,A visual shader node that makes particles emitted in a ring shape.,粒子をリング形状で放出する視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeParticleSphereEmitter,VisualShaderNodeParticleEmitter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,球体の形状で粒子を放出する視覚的なシェーダーノード。,,A visual shader node that makes particles emitted in a sphere shape.,球体の形状で粒子を放出する視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeProximityFade,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,近接フェード効果を表す視覚シェーダーノード。,,A visual shader node representing proximity fade effect.,近接フェード効果を表す視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeRandomRange,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,擬似ランダムスカラーを生成する視覚的なシェーダーノード。,,A visual shader node that generates a pseudo-random scalar.,擬似ランダムスカラーを生成する視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeRemap,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,リマップ機能用の視覚シェーダーノード。,,A visual shader node for remap function.,リマップ機能用の視覚シェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeResizableBase,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,視覚的なシェーダーグラフの再サイズのノードのベースクラス。,,Base class for resizable nodes in a visual shader graph.,視覚的なシェーダーグラフの再サイズのノードのベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeSample3D,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフの3Dテクスチャをサンプリングするノードのベースノード。,,A base node for nodes which samples 3D textures in the visual shader graph.,Visual Shaderグラフの3Dテクスチャをサンプリングするノードのベースノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeScreenUVToSDF,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,画面UVをSDF（署名距離フィールド）に変換する関数。ビジュアルシェーダーグラフ内で使用されます。,,A function to convert screen UV to an SDF (signed-distance field)、 to be used within the visual shader graph.,画面UVをSDF（署名距離フィールド）に変換する関数visual Shaderグラフ内で使用する。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeSDFRaymarch,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用されるSDF Raymarchingアルゴリズム。,,SDF raymarching algorithm to be used within the visual shader graph.,Visual Shaderグラフ内で使用されるSDF Raymarchingアルゴリズム。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeSDFToScreenUV,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,SDF（署名された距離フィールド）をUVをスクリーニングし、Visual Shaderグラフ内で使用する関数。,,A function to convert an SDF (signed-distance field) to screen UV、 to be used within the visual shader graph.,SDF（署名された距離フィールド）を変換して、Visual Shaderグラフ内で使用するUV、をスクリーニングする関数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeSmoothStep,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内のSmoothStep関数を計算します。,,Calculates a SmoothStep function within the visual shader graph.,Visual Shaderグラフ内のSmoothStep関数を計算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeStep,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内のステップ関数を計算します。,,Calculates a Step function within the visual shader graph.,Visual Shaderグラフ内のステップ関数を計算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeSwitch,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用するセレクター関数。,,A selector function for use within the visual shader graph.,Visual Shaderグラフ内で使用するセレクター関数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で2Dテクスチャルックアップを実行します。,,Performs a 2D texture lookup within the visual shader graph.,Visual Shaderグラフ内で2Dテクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture2DArray,VisualShaderNodeSample3D                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用する2Dテクスチャの均一な配列。,,A 2D texture uniform array to be used within the visual shader graph.,Visual Shaderグラフ内で使用する2Dテクスチャの均一な配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture2DArrayParameter,VisualShaderNodeTextureParameter                < VisualShaderNodeParameter < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,タイプ[Texture2Darray]のシェーダーパラメーター（均一）の視覚的なシェーダーノード。,,A visual shader node for shader parameter (uniform) of type [Texture2DArray].,タイプ[Texture2Darray]のシェーダーパラメーター（均一）の視覚的なシェーダーノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture2DParameter,VisualShaderNodeTextureParameter                < VisualShaderNodeParameter < VisualShaderNode < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内の2Dテクスチャパラメーターを提供します。,,Provides a 2D texture parameter within the visual shader graph.,Visual Shaderグラフ内の2Dテクスチャパラメーターを提供します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture3D,VisualShaderNodeSample3D                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で3Dテクスチャルックアップを実行します。,,Performs a 3D texture lookup within the visual shader graph.,Visual Shaderグラフ内で3Dテクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTexture3DParameter,VisualShaderNodeTextureParameter                < VisualShaderNodeParameter < VisualShaderNode < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内の3Dテクスチャパラメーターを提供します。,,Provides a 3D texture parameter within the visual shader graph.,Visual Shaderグラフ内の3Dテクスチャパラメーターを提供します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTextureParameter,VisualShaderNodeParameter                < VisualShaderNode < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内で均一なテクスチャルックアップを実行します。,,Performs a uniform texture lookup within the visual shader graph.,Visual Shaderグラフ内で均一なテクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTextureParameterTriplanar,VisualShaderNodeTextureParameter                < VisualShaderNodeParameter < VisualShaderNode < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内でTriplanarを使用して、均一なテクスチャルックアップを実行します。,,Performs a uniform texture lookup with triplanar within the visual shader graph.,Visual Shaderグラフ内でTriplanarを使用して、均一なテクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTextureSDF,VisualShaderNode                < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内でSDF（署名距離フィールド）テクスチャルックアップを実行します。,,Performs an SDF (signed-distance field) texture lookup within the visual shader graph.,Visual Shaderグラフ内でSDF（署名距離フィールド）テクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTextureSDFNormal,VisualShaderNode                < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内で、SDF（署名距離フィールド）の通常のテクスチャルックアップを実行します。,,Performs an SDF (signed-distance field) normal texture lookup within the visual shader graph.,Visual Shaderグラフ内で、SDF（署名距離フィールド）の通常のテクスチャルックアップを実行します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeTransformCompose,VisualShaderNodeTransformCompose,VisualShaderNode                < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内の4つのVector3から変換3Dを作成します。,,Composes a Transform3D from four Vector3s within the visual shader graph.,Visual Shaderグラフ内の4つのVector3から変換3Dを作成します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTransformConstant,VisualShaderNodeConstant                < VisualShaderNode < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内で使用する変換3D定数。,,A Transform3D constant for use within the visual shader graph.,Visual Shaderグラフ内で使用する変換3D定数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeTransformDecompose,VisualShaderNodeTransformDecompose,VisualShaderNode                < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内のTransform3Dを4つのVector3に分解します。,,Decomposes a Transform3D into four Vector3s within the visual shader graph.,Visual Shaderグラフ内のTransform3Dを4つのVector3に分解します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTransformFunc,VisualShaderNode                < Resource < RefCounted < Object,📑,,0,,,Visual Shaderグラフ内の変換3D関数を計算します。,,Computes a Transform3D function within the visual shader graph.,Visual Shaderグラフ内の変換3D関数を計算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTransformOp,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,視覚シェーダーグラフ内で使用される[transform3d]演算子。,,A [Transform3D] operator to be used within the visual shader graph.,視覚シェーダーグラフ内で使用される[transform3d]演算子。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeTransformParameter,VisualShaderNodeParameter                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,視覚シェーダーグラフ内で使用する[transform3d]パラメーター。,,A [Transform3D] parameter for use within the visual shader graph.,視覚シェーダーグラフ内で使用する[transform3d]パラメーター。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,VisualShaderNodeTransformVecMult,VisualShaderNodeTransformVecMult,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,視覚シェーダーグラフ内に[transform3d]と[vector3]を乗算します。,,Multiplies a [Transform3D] and a [Vector3] within the visual shader graph.,視覚シェーダーグラフ内に[transform3d]と[vector3]を乗算します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeUIntConstant,VisualShaderNodeConstant                < VisualShaderNode < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用される署名されていないスカラー整数定数。,,An unsigned scalar integer constant to be used within the visual shader graph.,Visual Shaderグラフ内で使用される署名されていないスカラー整数定数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,VisualShaderNodeUIntFunc,VisualShaderNode                < Resource < RefCounted < Object,📑,⭐,1,,,Visual Shaderグラフ内で使用される署名されていないスカラー整数関数。,,An unsigned scalar integer function to be used within the visual shader graph.,Visual Shaderグラフ内で使用される署名されていないスカラー整数関数。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
